"Story","Title","Result","Date","Stability","Duration (s)"
"Supplier creation","View a supplier","FAILURE","2024-01-26T18:10:24.463+08:00[Asia/Manila]","0.0","43.77"
"Supplier creation","Edit a supplier","FAILURE","2024-01-26T18:11:08.96+08:00[Asia/Manila]","0.0","49.78"
"Supplier creation","Payment terms update","FAILURE","2024-01-26T18:11:59.46+08:00[Asia/Manila]","0.0","44.36"
"Supplier creation","Search a supplier","FAILURE","2024-01-26T18:12:44.564+08:00[Asia/Manila]","0.0","40.36"
"Supplier creation","Validate or deactivate a supplier","FAILURE","2024-01-26T18:13:25.623+08:00[Asia/Manila]","0.0","41.85"
"Unbilled PO receipts","Close unbilled PO receipt","ERROR","2024-01-26T18:15:57.97+08:00[Asia/Manila]","0.0","56.41"
"Unbilled PO receipts","Matching receipt","ERROR","2024-01-26T18:16:55.078+08:00[Asia/Manila]","0.0","52.4"
"Unbilled PO receipts","Unbilled PO matching receipts","ERROR","2024-01-26T18:17:48.19+08:00[Asia/Manila]","0.0","14.14"
"Unbilled PO receipts","Matching receipt with DA","ERROR","2024-01-26T18:18:03.06+08:00[Asia/Manila]","0.0","2.79"
"Unbilled PO receipts","Matching receipt validate","ERROR","2024-01-26T18:18:06.576+08:00[Asia/Manila]","0.0","2.34"
"Unbilled PO receipts","Unbilled POCUPR simple","ERROR","2024-01-26T18:18:09.605+08:00[Asia/Manila]","0.0","63.7"
"Voucher entries","Release retention full","ERROR","2024-01-26T18:19:14.278+08:00[Asia/Manila]","0.0","14.61"
"Voucher entries","Voucher entry without tax rate","ERROR","2024-01-26T18:19:29.584+08:00[Asia/Manila]","0.0","2.93"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2024-01-26T18:19:33.229+08:00[Asia/Manila]","0.0","2.67"
"Voucher entries","Voucher entry with single multiple lines","ERROR","2024-01-26T18:19:36.622+08:00[Asia/Manila]","0.0","2.89"
"Voucher entries","Checking line reference place holder","ERROR","2024-01-26T18:19:40.201+08:00[Asia/Manila]","0.0","2.49"
"Voucher entries","Search and post PV","ERROR","2024-01-26T18:19:43.391+08:00[Asia/Manila]","0.0","3.11"
"Voucher entries","Voucher entry delete a line","ERROR","2024-01-26T18:19:47.208+08:00[Asia/Manila]","0.0","2.57"
"Voucher entries","Voucher match with tax","ERROR","2024-01-26T18:19:50.473+08:00[Asia/Manila]","0.0","3.03"
"Voucher entries","Partial voucher match","ERROR","2024-01-26T18:19:54.19+08:00[Asia/Manila]","0.0","2.56"
"Voucher entries","Voucher match with retention","ERROR","2024-01-26T18:19:57.435+08:00[Asia/Manila]","0.0","3.23"
"Voucher entries","Voucher entry import CSV file","ERROR","2024-01-26T18:20:01.371+08:00[Asia/Manila]","0.0","2.45"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2024-01-26T18:20:04.519+08:00[Asia/Manila]","0.0","3.03"
"Voucher entries","Partial voucher match with tax rate","ERROR","2024-01-26T18:20:08.321+08:00[Asia/Manila]","0.0","2.59"
"Voucher entries","Voucher entry multi docs","ERROR","2024-01-26T18:20:11.604+08:00[Asia/Manila]","0.0","2.98"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2024-01-26T18:20:15.301+08:00[Asia/Manila]","0.0","2.57"
"Voucher entries","Simple prepayment","ERROR","2024-01-26T18:20:18.567+08:00[Asia/Manila]","0.0","2.95"
"Voucher entries","Voucher entry proceed to payment","ERROR","2024-01-26T18:20:22.203+08:00[Asia/Manila]","0.0","2.51"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2024-01-26T18:20:25.414+08:00[Asia/Manila]","0.0","130.23"
"Voucher entries","Partial voucher match with retention","ERROR","2024-01-26T18:22:36.351+08:00[Asia/Manila]","0.0","67.12"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2024-01-26T18:23:44.198+08:00[Asia/Manila]","0.0","121.58"
"Voucher entries","Create voucher entry using sustainability accounts","ERROR","2024-01-26T18:25:46.486+08:00[Asia/Manila]","0.0","97.89"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2024-01-26T18:27:25.082+08:00[Asia/Manila]","0.0","134.64"
"Voucher entries","Voucher match with retention and tax","ERROR","2024-01-26T18:29:40.432+08:00[Asia/Manila]","0.0","77.44"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2024-01-26T18:30:58.584+08:00[Asia/Manila]","0.0","68.85"
"Voucher entries","Simple voucher match","ERROR","2024-01-26T18:32:08.149+08:00[Asia/Manila]","0.0","104.27"
"Voucher entries","Release retention partial","ERROR","2024-01-26T18:33:53.115+08:00[Asia/Manila]","0.0","85.16"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2024-01-26T18:35:18.965+08:00[Asia/Manila]","0.0","113.05"
"Voucher entries","Voucher entry with tax rate rounded","ERROR","2024-01-26T18:37:12.777+08:00[Asia/Manila]","0.0","81.64"
"Voucher entries","Voucher matching","ERROR","2024-01-26T18:38:35.14+08:00[Asia/Manila]","0.0","111.38"
"Voucher entries","Voucher entry export CSV file","ERROR","2024-01-26T18:40:27.222+08:00[Asia/Manila]","0.0","67.91"
"Voucher entries","Creating voucher entry","ERROR","2024-01-26T18:41:35.83+08:00[Asia/Manila]","0.0","68.98"
"Voucher entries","Release retention adding a line","ERROR","2024-01-26T18:42:45.51+08:00[Asia/Manila]","0.0","94.72"
"Voucher entries","Voucher match with rounded off tax","ERROR","2024-01-26T18:44:20.928+08:00[Asia/Manila]","0.0","139.87"
"Voucher entries","Voucher entry credit memo","ERROR","2024-01-26T18:46:41.505+08:00[Asia/Manila]","0.0","66.96"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2024-01-26T18:47:49.185+08:00[Asia/Manila]","0.0","136.97"
"Account recon","Refresh accounts","ERROR","2024-01-26T18:50:08.379+08:00[Asia/Manila]","0.0","90.1"
"Annual statistical budget","Create annual statistical entry","ERROR","2024-01-26T18:51:39.335+08:00[Asia/Manila]","0.0","14.73"
"Batch posting","Batch posting voiding process","ERROR","2024-01-26T18:51:54.882+08:00[Asia/Manila]","0.0","2.99"
"Batch posting","Batch posting general ledger entry","ERROR","2024-01-26T18:51:58.563+08:00[Asia/Manila]","0.0","2.46"
"General ledger entries","Create general ledger entry using sustainability accounts","ERROR","2024-01-26T18:52:01.859+08:00[Asia/Manila]","0.0","100.16"
"General ledger entries","Create general ledger entry","ERROR","2024-01-26T18:53:42.752+08:00[Asia/Manila]","0.0","89.04"
"Inquiry and reports","Order inquiry and update","ERROR","2024-01-26T18:55:12.759+08:00[Asia/Manila]","0.0","61.05"
"Internal transfer","Create internal transfer entry","ERROR","2024-01-26T18:56:14.626+08:00[Asia/Manila]","0.0","52.6"
"Monthly statistical entries","Create monthly statistical entry","ERROR","2024-01-26T18:57:08.02+08:00[Asia/Manila]","0.0","84.54"
"Salary advance","Create salary advance entry","ERROR","2024-01-26T18:58:33.355+08:00[Asia/Manila]","0.0","2.87"
"Working advance","Create working advance entry","ERROR","2024-01-26T18:58:37.008+08:00[Asia/Manila]","0.0","2.17"
